feature,importance
urban_ratio,0.3500041910913172
urban_pct,0.19873218629440387
std_ntl,0.11456733879235492
ntl_cv,0.07283745350017583
agri_ratio,0.05870950470369126
agri_pct,0.056621557321007085
std_ndvi,0.047823456967192764
tree_pct,0.02999306937102578
wealth_proxy,0.023857400873093577
log_ntl,0.021015758861161797
mean_ndvi,0.018433277340879267
mean_ndbi,0.007404804883696576
