feature,importance
log_ntl,0.14808914825431002
urban_pct,0.13990180074428207
urban_ratio,0.12371250845001232
std_ndvi,0.11568704263219742
agri_pct,0.08924444858034467
mean_ndbi,0.08384361960011323
agri_ratio,0.07946812800342674
std_ntl,0.07393315472546177
ntl_cv,0.04602807433919876
wealth_proxy,0.04372900245527566
tree_pct,0.030305160082583684
mean_ndvi,0.02605791213279369
